EmissionWavelength;Intensity;IntensityStdError;RealTime;RealTemperature
736;344;14,847372;642,16944;19,5733
737;308;29,844039;643,32692;19,5733
738;324;24,908722;644,48224;19,5733
739;292;28,627881;645,66204;19,5733
740;288;20,483055;646,89603;19,5733
741;276;28,87521;648,05964;19,5733
742;256;12,220202;649,22485;19,5733
743;212;26,699979;650,37896;19,5733
744;272;29,694743;651,53329;19,5733
745;300;18,135294;652,70071;19,5733
746;228;10,413666;653,84208;19,5733
747;304;24,729649;654,99803;19,5733
748;192;21,333333;656,15516;19,5733
749;272;29,089899;657,30749;19,5733
750;276;22,666667;658,47755;19,5733
